testId	result	coveredStatements
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test287	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test288	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 18;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 19;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 34;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 35;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 36;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 37;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 38;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 39;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 40;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 47;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 48;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 90
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test289	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 14;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test290	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: int decodeOctets(int,java.nio.ByteBuffer,java.lang.StringBuilder)> ::: 3
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test291	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 10;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 105;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 11;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 112;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 113;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 114;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 115;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 116;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 15;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 19;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 20;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 21;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 22;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 23;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 24;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 25;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 26;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 27;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 39;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 40;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 41;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 5
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test292	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 10;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 105;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 11;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 112;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 113;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 114;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 115;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 116;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 15;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 19;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 20;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 21;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 22;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 23;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 24;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 25;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 26;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 27;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 39;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 40;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 41;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Number parseNumber(java.lang.String)> ::: 5
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test293	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 10;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 11;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 12;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 15;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 17;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 18;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test294	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int getQuarter(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int getQuarter(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int getQuarter(int)> ::: 3
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test295	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test296	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test297	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 17;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 18;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 21;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 22;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 24;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 25;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 26;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 4
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test298	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 15;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 4
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test299	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test300	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monthsBetween(int,int,int,int)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test301	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 14;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 15;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 18;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 19;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 20;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 21;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 22;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 7
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test302	PASS	<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 10;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 11;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 12;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 13;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 15;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 2;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 3;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 4;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 5;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 6;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 7;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 8;<comp5111.assignment.cut.Subject$GamePlace: boolean isAdjacent(comp5111.assignment.cut.Subject$GamePlace)> ::: 9;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 1;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 2;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 3;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 4;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 5;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 6;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 7;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 8;<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()> ::: 9;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 10;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 11;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 12;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 13;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 2;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 4;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 5;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 6;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 7;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 8;<comp5111.assignment.cut.Subject$GamePlace: int manhattanDistance(comp5111.assignment.cut.Subject$GamePlace)> ::: 9;<comp5111.assignment.cut.Subject$GamePlace: java.lang.String toString()> ::: 1;<comp5111.assignment.cut.Subject$GamePlace: java.lang.String toString()> ::: 2;<comp5111.assignment.cut.Subject$GamePlace: java.lang.String toString()> ::: 3;<comp5111.assignment.cut.Subject$GamePlace: java.lang.String toString()> ::: 4;<comp5111.assignment.cut.Subject$GamePlace: void <init>(comp5111.assignment.cut.Subject,int,int)> ::: 4;<comp5111.assignment.cut.Subject$GamePlace: void <init>(comp5111.assignment.cut.Subject,int,int)> ::: 5;<comp5111.assignment.cut.Subject$GamePlace: void <init>(comp5111.assignment.cut.Subject,int,int)> ::: 6;<comp5111.assignment.cut.Subject$GamePlace: void <init>(comp5111.assignment.cut.Subject,int,int)> ::: 7;<comp5111.assignment.cut.Subject$GamePlace: void <init>(comp5111.assignment.cut.Subject,int,int)> ::: 8;<comp5111.assignment.cut.Subject$GamePlace: void y(int)> ::: 2;<comp5111.assignment.cut.Subject$GamePlace: void y(int)> ::: 3;<comp5111.assignment.cut.Subject: void <init>()> ::: 1;<comp5111.assignment.cut.Subject: void <init>()> ::: 2
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test303	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int getQuarter(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int getQuarter(int)> ::: 3
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test304	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padLeft(java.lang.String,short,char)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padLeft(java.lang.String,short,char)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padLeft(java.lang.String,short,char)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padLeft(java.lang.String,short,char)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padLeft(java.lang.String,short,char)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test305	PASS	<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 10;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 3;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 4;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 5;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 6;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 7;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 8;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int)> ::: 9;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 4;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 5;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 6;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 7;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 8;<comp5111.assignment.cut.Subject$GameConfiguration: void <init>(comp5111.assignment.cut.Subject,int,comp5111.assignment.cut.Subject$GamePlayer[])> ::: 9;<comp5111.assignment.cut.Subject$GamePlayer: void <init>(comp5111.assignment.cut.Subject,java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$GamePlayer: void <init>(comp5111.assignment.cut.Subject,java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$GamePlayer: void <init>(comp5111.assignment.cut.Subject,java.lang.String)> ::: 5;<comp5111.assignment.cut.Subject$GamePlayer: void <init>(comp5111.assignment.cut.Subject,java.lang.String)> ::: 6;<comp5111.assignment.cut.Subject: void <init>()> ::: 1;<comp5111.assignment.cut.Subject: void <init>()> ::: 2
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test306	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 4
