testId	result	coveredStatements
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test023	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 20;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 21;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 28;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 29;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 35;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 36;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 41;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 42;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 43;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 44;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 45
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test024	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 6
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test025	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)> ::: 4
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test026	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 6
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test027	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 6
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test028	PASS	
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test029	PASS	
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test030	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String firstDayOfMonth(int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test031	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 14;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 15;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 18;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 19;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 21;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 22;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 7
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test032	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 20;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 21;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 28;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 29;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 35;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 36;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 41;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 42;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 43;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 44;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 45
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test033	PASS	
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test034	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: void enlarge(int,byte[],int)> ::: 3
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test035	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 14;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 15;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 17;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String lastDayOfMonth(int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test036	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 10;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 11;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 17;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 8;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test037	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)> ::: 9;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysInYear(int)> ::: 6
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test038	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 17;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 18;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 21;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 22;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 24;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 25;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 26;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String,java.lang.String,java.lang.String,java.lang.String)> ::: 4
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test039	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: int decodeOctets(int,java.nio.ByteBuffer,java.lang.StringBuilder)> ::: 3
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test040	FAIL	<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 10;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 11;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 12;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 13;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 14;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 15;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 16;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 17;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 8;<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test041	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test042	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 11;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 12;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 20;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 21;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 28;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 29;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 35;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 36;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 41;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 42;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 43;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 44;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)> ::: 45
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test043	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: void <init>()> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: void <init>()> ::: 2
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test044	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 1;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 18;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 19;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 34;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 35;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 36;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 37;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 38;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 39;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 40;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 47;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 48;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.Boolean strToBoolean(java.lang.String)> ::: 90
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test045	PASS	<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 3;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 5;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 6;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 7;<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String padRight(java.lang.String,short,char)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test046	PASS	
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test047	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String month2MonAbbr(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String month2MonAbbr(int)> ::: 14
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test048	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 1;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 19;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 20;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 22;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String dayStr(int)> ::: 9
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test049	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 2;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 4;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)> ::: 8
comp5111.assignment.cut.Subject_randoop111_RegressionTest0#test050	PASS	<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 3;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)> ::: 5;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 10;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 13;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 6;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 7;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 8;<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 9
